Reaction,Dataset,Reference,Reference_in_kcal_mol,Stoichiometry
ISOC7_1226_C7H12_207,ISOC7,0.02371167387108452,14.8793,"1,C7H12_207,-1,C7H12_229"
ISOC7_1227_C7H12_208,ISOC7,0.02298196377278893,14.4214,"1,C7H12_208,-1,C7H12_229"
ISOC7_1228_C7H12_209,ISOC7,0.01943014488857575,12.1926,"1,C7H12_209,-1,C7H12_229"
ISOC7_1229_C7H12_210,ISOC7,0.01830713395547048,11.4879,"1,C7H12_210,-1,C7H12_229"
ISOC7_1230_C7H12_211,ISOC7,0.01814857061242525,11.3884,"1,C7H12_211,-1,C7H12_229"
ISOC7_1231_C7H12_212,ISOC7,0.01757455537458713,11.0282,"1,C7H12_212,-1,C7H12_229"
ISOC7_1232_C7H12_213,ISOC7,0.01740180897874690,10.9198,"1,C7H12_213,-1,C7H12_229"
ISOC7_1233_C7H12_214,ISOC7,0.01738969760782083,10.9122,"1,C7H12_214,-1,C7H12_229"
ISOC7_1234_C7H12_215,ISOC7,0.01732133210614606,10.8693,"1,C7H12_215,-1,C7H12_229"
ISOC7_1235_C7H12_216,ISOC7,0.01593872349884914,10.0017,"1,C7H12_216,-1,C7H12_229"
ISOC7_1236_C7H12_217,ISOC7,0.01582717139821431,9.9317,"1,C7H12_217,-1,C7H12_229"
ISOC7_1237_C7H12_218,ISOC7,0.01497969415367708,9.3999,"1,C7H12_218,-1,C7H12_229"
ISOC7_1238_C7H12_219,ISOC7,0.01483117049968899,9.3067,"1,C7H12_219,-1,C7H12_229"
ISOC7_1239_C7H12_220,ISOC7,0.01479276470504185,9.2826,"1,C7H12_220,-1,C7H12_229"
ISOC7_1240_C7H12_221,ISOC7,0.01264745844969019,7.9364,"1,C7H12_221,-1,C7H12_229"
ISOC7_1241_C7H12_222,ISOC7,0.01229415701096529,7.7147,"1,C7H12_222,-1,C7H12_229"
ISOC7_1242_C7H12_223,ISOC7,0.01227232467126961,7.701,"1,C7H12_223,-1,C7H12_229"
ISOC7_1243_C7H12_224,ISOC7,0.01072669063690207,6.7311,"1,C7H12_224,-1,C7H12_229"
ISOC7_1244_C7H12_225,ISOC7,0.01065115392875791,6.6837,"1,C7H12_225,-1,C7H12_229"
ISOC7_1245_C7H12_226,ISOC7,0.01003140232965952,6.2948,"1,C7H12_226,-1,C7H12_229"
ISOC7_1246_C7H12_227,ISOC7,0.009550772136067138,5.9932,"1,C7H12_227,-1,C7H12_229"
ISOC7_1247_C7H12_228,ISOC7,0.007750002511533355,4.8632,"1,C7H12_228,-1,C7H12_229"
ISOC7_1248_C7H12_229,ISOC7,0e-42,0,"1,C7H12_229,-1,C7H12_229"
ISOC7_1249_C7H14_1,ISOC7,0.04950618482116520,31.0656,"1,C7H14_1,-1,C7H14_60"
ISOC7_1250_C7H14_2,ISOC7,0.04519581165263514,28.3608,"1,C7H14_2,-1,C7H14_60"
ISOC7_1251_C7H14_3,ISOC7,0.04498035673826614,28.2256,"1,C7H14_3,-1,C7H14_60"
ISOC7_1252_C7H14_4,ISOC7,0.04329273281580483,27.1666,"1,C7H14_4,-1,C7H14_60"
ISOC7_1253_C7H14_5,ISOC7,0.04327727488185972,27.1569,"1,C7H14_5,-1,C7H14_60"
ISOC7_1254_C7H14_6,ISOC7,0.04246374134794424,26.6464,"1,C7H14_6,-1,C7H14_60"
ISOC7_1255_C7H14_7,ISOC7,0.04173132212720465,26.1868,"1,C7H14_7,-1,C7H14_60"
ISOC7_1256_C7H14_8,ISOC7,0.04170917106722145,26.1729,"1,C7H14_8,-1,C7H14_60"
ISOC7_1257_C7H14_9,ISOC7,0.04167682095803735,26.1526,"1,C7H14_9,-1,C7H14_60"
ISOC7_1258_C7H14_10,ISOC7,0.04144574874957947,26.0076,"1,C7H14_10,-1,C7H14_60"
ISOC7_1259_C7H14_11,ISOC7,0.04135650706907160,25.9516,"1,C7H14_11,-1,C7H14_60"
ISOC7_1260_C7H14_12,ISOC7,0.04128336076308391,25.9057,"1,C7H14_12,-1,C7H14_60"
ISOC7_1261_C7H14_13,ISOC7,0.04116304385454205,25.8302,"1,C7H14_13,-1,C7H14_60"
ISOC7_1262_C7H14_14,ISOC7,0.04050424902022146,25.4168,"1,C7H14_14,-1,C7H14_60"
ISOC7_1263_C7H14_15,ISOC7,0.03983637065770632,24.9977,"1,C7H14_15,-1,C7H14_60"
ISOC7_1264_C7H14_16,ISOC7,0.03978680965299570,24.9666,"1,C7H14_16,-1,C7H14_60"
ISOC7_1265_C7H14_17,ISOC7,0.03969597437105019,24.9096,"1,C7H14_17,-1,C7H14_60"
ISOC7_1266_C7H14_18,ISOC7,0.03964418232432687,24.8771,"1,C7H14_18,-1,C7H14_60"
ISOC7_1267_C7H14_19,ISOC7,0.03944705382649074,24.7534,"1,C7H14_19,-1,C7H14_60"
ISOC7_1268_C7H14_20,ISOC7,0.03941645667888804,24.7342,"1,C7H14_20,-1,C7H14_60"
ISOC7_1269_C7H14_21,ISOC7,0.03840611336742395,24.1002,"1,C7H14_21,-1,C7H14_60"
ISOC7_1270_C7H14_22,ISOC7,0.03802109926009001,23.8586,"1,C7H14_22,-1,C7H14_60"
ISOC7_1271_C7H14_23,ISOC7,0.03770827529788117,23.6623,"1,C7H14_23,-1,C7H14_60"
ISOC7_1272_C7H14_24,ISOC7,0.03747433460683554,23.5155,"1,C7H14_24,-1,C7H14_60"
ISOC7_1273_C7H14_25,ISOC7,0.03695035845413934,23.1867,"1,C7H14_25,-1,C7H14_60"
ISOC7_1274_C7H14_26,ISOC7,0.03540137785675276,22.2147,"1,C7H14_26,-1,C7H14_60"
ISOC7_1275_C7H14_27,ISOC7,0.03504648281659022,21.992,"1,C7H14_27,-1,C7H14_60"
ISOC7_1276_C7H14_28,ISOC7,0.03491453261755358,21.9092,"1,C7H14_28,-1,C7H14_60"
ISOC7_1277_C7H14_29,ISOC7,0.03482784069934594,21.8548,"1,C7H14_29,-1,C7H14_60"
ISOC7_1278_C7H14_30,ISOC7,0.03449350311772896,21.645,"1,C7H14_30,-1,C7H14_60"
ISOC7_1279_C7H14_31,ISOC7,0.03431581655743204,21.5335,"1,C7H14_31,-1,C7H14_60"
ISOC7_1280_C7H14_32,ISOC7,0.03405717504410299,21.3712,"1,C7H14_32,-1,C7H14_60"
ISOC7_1281_C7H14_33,ISOC7,0.03399693690976018,21.3334,"1,C7H14_33,-1,C7H14_60"
ISOC7_1282_C7H14_34,ISOC7,0.03370196128365292,21.1483,"1,C7H14_34,-1,C7H14_60"
ISOC7_1283_C7H14_35,ISOC7,0.03338547203813751,20.9497,"1,C7H14_35,-1,C7H14_60"
ISOC7_1284_C7H14_36,ISOC7,0.03290404504382631,20.6476,"1,C7H14_36,-1,C7H14_60"
ISOC7_1285_C7H14_37,ISOC7,0.03256365177674630,20.434,"1,C7H14_37,-1,C7H14_60"
ISOC7_1286_C7H14_38,ISOC7,0.03212620818211397,20.1595,"1,C7H14_38,-1,C7H14_60"
ISOC7_1287_C7H14_39,ISOC7,0.03192445824010869,20.0329,"1,C7H14_39,-1,C7H14_60"
ISOC7_1288_C7H14_40,ISOC7,0.03179601396423486,19.9523,"1,C7H14_40,-1,C7H14_60"
ISOC7_1289_C7H14_41,ISOC7,0.03177402226439542,19.9385,"1,C7H14_41,-1,C7H14_60"
ISOC7_1290_C7H14_42,ISOC7,0.03169338603165081,19.8879,"1,C7H14_42,-1,C7H14_60"
ISOC7_1291_C7H14_43,ISOC7,0.03136956621952226,19.6847,"1,C7H14_43,-1,C7H14_60"
ISOC7_1292_C7H14_44,ISOC7,0.03122454848869697,19.5937,"1,C7H14_44,-1,C7H14_60"
ISOC7_1293_C7H14_45,ISOC7,0.03088861730564235,19.3829,"1,C7H14_45,-1,C7H14_60"
ISOC7_1294_C7H14_46,ISOC7,0.03068543312234318,19.2554,"1,C7H14_46,-1,C7H14_60"
ISOC7_1295_C7H14_47,ISOC7,0.03065866061819082,19.2386,"1,C7H14_47,-1,C7H14_60"
ISOC7_1296_C7H14_48,ISOC7,0.03044718970741593,19.1059,"1,C7H14_48,-1,C7H14_60"
ISOC7_1297_C7H14_49,ISOC7,0.03027922411588862,19.0005,"1,C7H14_49,-1,C7H14_60"
ISOC7_1298_C7H14_50,ISOC7,0.03002058260255956,18.8382,"1,C7H14_50,-1,C7H14_60"
ISOC7_1299_C7H14_51,ISOC7,0.02980974913235972,18.7059,"1,C7H14_51,-1,C7H14_60"
ISOC7_1300_C7H14_52,ISOC7,0.02929756563030206,18.3845,"1,C7H14_52,-1,C7H14_60"
ISOC7_1301_C7H14_53,ISOC7,0.02874283296985940,18.0364,"1,C7H14_53,-1,C7H14_60"
ISOC7_1302_C7H14_54,ISOC7,0.02848196041451764,17.8727,"1,C7H14_54,-1,C7H14_60"
ISOC7_1303_C7H14_55,ISOC7,0.01311167454847487,8.2277,"1,C7H14_55,-1,C7H14_60"
ISOC7_1304_C7H14_56,ISOC7,0.01070549573778146,6.7178,"1,C7H14_56,-1,C7H14_60"
ISOC7_1305_C7H14_57,ISOC7,0.007991433129335894,5.0147,"1,C7H14_57,-1,C7H14_60"
ISOC7_1306_C7H14_58,ISOC7,0.007393195149645644,4.6393,"1,C7H14_58,-1,C7H14_60"
ISOC7_1307_C7H14_59,ISOC7,0.007163557182481646,4.4952,"1,C7H14_59,-1,C7H14_60"
ISOC7_1308_C7H14_60,ISOC7,0e-42,0,"1,C7H14_60,-1,C7H14_60"
