Unnamed: 0,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
16_Benzene_Ar_3p400_BzDC215,-759.9646412514,-759.9193852188,-759.5895477596,-759.7811220288,-759.67355823,-759.8704596665,-759.7870923572,-759.8395575835,-759.7169427631,-759.4463763909,-760.5936303679,-759.8375226065,-759.6945646688,-759.7663909409,-759.7492734454,-759.134015107673
16_Benzene_Ar_3p450_BzDC215,-759.9646856986,-759.9196187622,-759.5896196811,-759.7812790943,-759.67362259,-759.8704923651,-759.7870856461,-759.8394855131,-759.7169537228,-759.4465437859,-760.5938610989,-759.837613777,-759.694650053799,-759.7664188624,-759.74933806,-759.134064474102
16_Benzene_Ar_3p500_BzDC215,-759.9647019459,-759.919816428,-759.5895530784,-759.7814040154,-759.67366505,-759.8705426129,-759.7870292795,-759.8393834956,-759.7169295384,-759.4466769175,-760.5938751609,-759.8376653649,-759.6947074282,-759.7664347931,-759.7493663283,-759.134084354185
16_Benzene_Ar_3p525_BzDC215,-759.9647015569,-759.9199033673,-759.5895984508,-759.7814560594,-759.67367906,-759.870561572,-759.7869850207,-759.8393250161,-759.7169086696,-759.4467326979,-760.5938100665,-759.8376785489,-759.6947260082,-759.7664365149,-759.7493685763,-759.134085023298
16_Benzene_Ar_3p550_BzDC215,-759.9646961868,-759.9199828296,-759.5896090522,-759.7815017966,-759.67368803,-759.8705776156,-759.7869405109,-759.8392634796,-759.7168840888,-759.4467823983,-760.5937362043,-759.8376856689,-759.6947395815,-759.7664342451,-759.7493656577,-759.134080324679
16_Benzene_Ar_3p600_BzDC215,-759.9646731814,-759.9201206703,-759.5895395165,-759.7815761551,-759.67368984,-759.8705889056,-759.786864724,-759.8391351972,-759.7168271008,-759.4468664167,-760.5936912941,-759.837689757,-759.6947535861,-759.7664126241,-759.7493491133,-759.134057084327
16_Benzene_Ar_3p700_BzDC215,-759.9645957509,-759.920327394,-759.5894871405,-759.7816707464,-759.6736375,-759.8705135795,-759.7867461616,-759.8388680795,-759.7166727077,-759.4469853711,-760.5939188228,-759.8376963009,-759.6947377446,-759.7663098251,-759.7492805761,-759.133967918516
16_Benzene_Ar_3p800_BzDC215,-759.9644855782,-759.920473921,-759.5894151337,-759.7817185793,-759.67355048,-759.8704028393,-759.7866256856,-759.8385933304,-759.7164417958,-759.4470493086,-760.5940164251,-759.8376963304,-759.6946829509,-759.7661900612,-759.7491700224,-759.133841562322
16_Benzene_Ar_3p900_BzDC215,-759.9643560076,-759.9205799913,-759.5893557137,-759.7817373808,-759.67345375,-759.870301545,-759.7865079382,-759.8383393481,-759.7162004207,-759.4470747099,-760.5937882747,-759.8376775287,-759.6946086311,-759.7660744774,-759.7490331235,-759.133697193043
16_Benzene_Ar_4p000_BzDC215,-759.9642248355,-759.9206513147,-759.5893542396,-759.7817354838,-759.67333949,-759.8701748125,-759.7864132291,-759.8381306049,-759.7160093362,-759.4470814805,-760.5938119394,-759.8376732875,-759.6945285164,-759.7659382039,-759.7488907259,-759.133547795057
16_Benzene_Ar_4p250_BzDC215,-759.963909454,-759.9207630124,-759.5894841171,-759.7817028243,-759.67305847,-759.8698573207,-759.7862073998,-759.8378583676,-759.7154573591,-759.4470411079,-760.5936139069,-759.8378641889,-759.6943265838,-759.7656291955,-759.7485271376,-759.133198241936
16_Benzene_Ar_4p500_BzDC215,-759.9636546016,-759.9208199043,-759.5898442945,-759.7816636947,-759.67282092,-759.8695927651,-759.7860543023,-759.837767149,-759.7151516953,-759.4469765686,-760.5935689405,-759.8381907117,-759.6941692991,-759.7653805892,-759.7482469985,-759.132911279144
16_Benzene_Ar_4p750_BzDC215,-759.9634572764,-759.9208665459,-759.5901485175,-759.781642245,-759.67263038,-759.8693865199,-759.7859107104,-759.8378413654,-759.7148565309,-759.4469100158,-760.5933535831,-759.8384344738,-759.6940514119,-759.7651983613,-759.7480316132,-759.13269234503
16_Benzene_Ar_5p000_BzDC215,-759.9633126409,-759.9208976544,-759.5903910308,-759.7816305352,-759.67248779,-759.8692681405,-759.785791921,-759.8377885442,-759.7147588147,-759.4468589035,-760.5933969059,-759.838592735,-759.6939759595,-759.7650349017,-759.7478654817,-759.132529300418
16_Benzene_Ar_5p500_BzDC215,-759.9631311349,-759.9209504501,-759.590607033,-759.7816327227,-759.6722966,-759.8691618023,-759.7856241731,-759.8377680679,-759.7146343364,-759.446792532,-760.5931971166,-759.8386708765,-759.693893194,-759.7648371489,-759.7476684688,-759.132345167833
16_Benzene_Ar_6p000_BzDC215,-759.9630340558,-759.9209827623,-759.590668444,-759.7816416559,-759.67219285,-759.8691396536,-759.7855351823,-759.837749788,-759.7146006237,-759.4467624563,-760.5930545957,-759.8386604649,-759.693860466499,-759.7647231255,-759.7475644399,-759.132249632618
16_Benzene_Ar_7p000_BzDC215,-759.9629497688,-759.9210070699,-759.5906801115,-759.7816502173,-759.67210315,-759.8691377053,-759.7854740146,-759.8377210809,-759.7145828423,-759.4467448448,-760.5929554257,-759.8386395866,-759.6938424451,-759.7646213104,-759.7474761235,-759.132166377513
16_Benzene_Ar_monA_BzDC215,-232.4098377552,-232.3541688074,-232.1826614312,-232.2106348612,-232.11622321,-232.3262505271,-232.2458045845,-232.2989247227,-232.1737763261,-232.0595295924,-232.6528052072,-232.2805676489,-232.1788984004,-232.2405801405,-232.2731229299,-231.910756626195
16_Benzene_Ar_monB_BzDC215,-527.5530530672,-527.5668412452,-527.4080143962,-527.5710154714,-527.55582503,-527.5428878292,-527.5396592155,-527.5387809392,-527.5408043429,-527.3872106153,-527.9401423586,-527.5580647731,-527.5149402501,-527.5239768914,-527.4742943847,-527.221439453081
16_C20H20_Platonic24,-774.7928830279,-774.4851005035,-774.0223426506,-774.0643598494,-773.78495265,-774.4823179474,-774.2076718725,-774.3938643165,-773.9708693758,-773.6099493181,-775.5403566299,-774.3389720993,-774.0044033994,-774.2279595434,-774.3665129222,-773.120950072613
16_C20RingC10h_C20C24,-762.0197588447,-761.8285517342,-761.2706653677,-761.3463727631,-761.11741648,-761.7164687418,-761.5178077439,-761.5935587142,-761.2943905462,-760.8632188369,-762.8322279811,-761.4824815942,-761.2370468168,-761.5211791775,-761.4850900865,-760.245347554154
16_C2H2_H2O_CH__Op_dim_HW30,-153.8785656934,-153.8475723032,-153.7411652578,-153.7690963096,-153.72568014,-153.8168589057,-153.772967884,-153.7961078742,-153.7369596987,-153.6523655786,-154.0200819089,-153.7825781031,-153.7215889605,-153.7732522143,-153.7815209638,-153.587968072023
16_C2H2_H2O_CH__Op_monA_HW30,-77.3862049495,-77.3701889431,-77.3077799312,-77.3190135927,-77.28732892,-77.3545206405,-77.3317172059,-77.3481551209,-77.3076384986,-77.2609140175,-77.4652173723,-77.3369064026,-77.2995705675,-77.3286713947,-77.3361129742,-77.22030292594
16_C2H2_H2O_CH__Op_monB_HW30,-76.487714373,-76.4736172974,-76.4299507118,-76.4455354407,-76.4340091,-76.4576361407,-76.4367846491,-76.4431808975,-76.4249188255,-76.3870570969,-76.5506893352,-76.4418392919,-76.4174690798,-76.4399743746,-76.4407776235,-76.362976872859
16_C_AE18,-37.871268364,-37.8616948142,-37.8349578806,-37.8392534795,-37.83468888,-37.8571484018,-37.8460581557,-37.8549355402,-37.8464484198,-37.807389581,-37.9090156336,-37.8447717116,-37.8358616252,-37.8484174844,-37.8485561144,-37.819525924903
16_FHNH3_HB49,-157.1389192315,-157.1146861499,-157.0270084876,-157.0598776987,-157.03088492,-157.0848580687,-157.0405424013,-157.0557626257,-157.0172861271,-156.9429822744,-157.2723768821,-157.053749331,-157.0071659525,-157.0444061264,-157.0490933016,-156.892817524251
16_H2-HCl_dim_NC15,-461.9960898807,-462.0326739656,-461.8738372658,-462.0208143646,-461.98596436,-461.9948173596,-461.984807963,-461.9974217575,-461.9667625158,-461.849476099,-462.3643106968,-462.0169744476,-461.9679370547,-461.9667212176,-461.9367881764,-461.68458337829
16_H2-HCl_monA_NC15,-1.1715522811,-1.1802490559,-1.1687033391,-1.1718952271,-1.16630251,-1.1698067705,-1.1689802281,-1.1764713685,-1.1697803832,-1.1687046256,-1.1752767251,-1.1778631525,-1.1706348888,-1.1616794895,-1.1728103967,-1.171427727127
16_H2-HCl_monB_NC15,-460.8236961769,-460.8520674324,-460.7053980348,-460.848161035,-460.81882341,-460.8242545715,-460.8151658314,-460.8199774053,-460.7958414376,-460.6798534436,-461.1882590471,-460.8388486835,-460.7966327296,-460.8042061211,-460.7630464316,-460.512138542127
16_H2O6Cl_HW6Cl,-919.3481783975,-919.2801495313,-918.8770312325,-919.1212317692,-919.02534496,-919.174000835,-919.0409203616,-919.0782631451,-918.9461008212,-918.5963258551,-920.0797127941,-919.0779306476,-918.9019652796,-919.0466551973,-919.005354259,-918.287524703031
16_H2O6Cl_mon1_HW6Cl,-76.4870452433,-76.4730384552,-76.4291205013,-76.4448340099,-76.4335596,-76.4568178578,-76.436062863,-76.4422866356,-76.4242777579,-76.3863530557,-76.549852094,-76.4409876105,-76.4164897977,-76.4393302687,-76.4401391163,-76.362390199755
16_H2O6Cl_mon2_HW6Cl,-76.4869980402,-76.4729838349,-76.429055193,-76.4447706663,-76.43351184,-76.4567504132,-76.4360032908,-76.4422118176,-76.4242143799,-76.3862994455,-76.5497921879,-76.4409312232,-76.4164268976,-76.4392774172,-76.440084363,-76.362344199917
16_H2O6Cl_mon3_HW6Cl,-76.4870964624,-76.4730600147,-76.4291976473,-76.444880354,-76.43354659,-76.4568909163,-76.4361138336,-76.4423741495,-76.4243015295,-76.3864077081,-76.5499395914,-76.4410804503,-76.4166128924,-76.4393701108,-76.4401746765,-76.36241939288
16_H2O6Cl_mon4_HW6Cl,-76.4870984564,-76.4730619348,-76.4291997605,-76.4448823857,-76.43354855,-76.4568931081,-76.4361159984,-76.442376742,-76.4243036247,-76.386409735,-76.549941719,-76.4410824367,-76.416615113,-76.4393721093,-76.4401766844,-76.362421316798
16_H2O6Cl_mon5_HW6Cl,-76.4869934734,-76.4729790198,-76.4290494901,-76.4447652662,-76.43350743,-76.4567447501,-76.4359980137,-76.4422056244,-76.4242090225,-76.3862945232,-76.5497868103,-76.4409261194,-76.4164211554,-76.4392726188,-76.4400794566,-76.362339793108
16_H2O6Cl_mon6_HW6Cl,-76.4870471029,-76.4730416003,-76.4291236607,-76.4448375746,-76.43356262,-76.4568213646,-76.4360659208,-76.4422906104,-76.424281678,-76.3863554847,-76.5498545937,-76.4409895546,-76.4164919602,-76.4393328872,-76.4401419869,-76.362392324619
16_H2O6Cl_mon7_HW6Cl,-460.2868156554,-460.3169479256,-460.1730742573,-460.3152821816,-460.2847466,-460.2900401404,-460.2806262609,-460.2825314491,-460.2590832578,-460.1421586171,-460.6502191861,-460.3003600086,-460.2597353075,-460.2719129188,-460.2252936783,-459.97490260402
16_H2O6F_HW6F,-559.02506124,-558.9148934809,-558.6104996836,-558.7366079875,-558.65834978,-558.819871286,-558.6691875221,-558.7044048349,-558.5856441691,-558.3001656533,-559.4755140537,-558.6847213009,-558.527738142,-558.6936052759,-558.6878435786,-558.134663891089
16_H2O6F_mon1_HW6F,-76.4870248126,-76.4729953253,-76.4290783485,-76.4447845882,-76.4335184,-76.4567735619,-76.4360226052,-76.4422366748,-76.4242217192,-76.3863229415,-76.5498212564,-76.440965379,-76.4164666638,-76.4392965064,-76.4401012017,-76.362364631768
16_H2O6F_mon2_HW6F,-76.4868017,-76.4727787667,-76.428822467,-76.4445473348,-76.43331796,-76.4565194891,-76.4357828912,-76.4419679764,-76.4239898945,-76.3860914715,-76.5495717264,-76.4407134297,-76.416197032,-76.4390726979,-76.4398755186,-76.362151980397
16_H2O6F_mon3_HW6F,-76.4864174422,-76.4724919496,-76.4285254393,-76.4442862129,-76.43299981,-76.4562364655,-76.4354763859,-76.4417056301,-76.4237402095,-76.3857481817,-76.5492424583,-76.4403359611,-76.4158340395,-76.4387454893,-76.43955988,-76.361786385062
16_H2O6F_mon4_HW6F,-76.4864060843,-76.4724838713,-76.4285164259,-76.4442786461,-76.43299139,-76.4562280343,-76.4354672457,-76.4416972561,-76.4237333673,-76.3857380326,-76.5492321749,-76.440324324,-76.4158224167,-76.4387359986,-76.4395508363,-76.361775878573
16_H2O6F_mon5_HW6F,-76.4868044192,-76.4727818536,-76.4288259546,-76.4445507903,-76.43332081,-76.4565229798,-76.43578602,-76.4419718087,-76.4239933621,-76.3860944637,-76.549574977,-76.4407164907,-76.4162003909999,-76.439075678,-76.4398785962,-76.362154660045
16_H2O6F_mon6_HW6F,-76.4870227789,-76.4729921711,-76.4290752904,-76.4447811479,-76.43351521,-76.4567705795,-76.4360197906,-76.4422334373,-76.4242178908,-76.3863204525,-76.5498187699,-76.4409633371,-76.4164645935,-76.4392938279,-76.4400983031,-76.362362334792
16_H2O6F_mon7_HW6F,-99.9192475284,-99.9055470742,-99.857734058,-99.8824214334,-99.8709877,-99.8873373327,-99.8604685525,-99.8630561724,-99.8521859637,-99.8004578321,-100.0005517357,-99.8584731859,-99.8366287203,-99.8737224234,-99.8631939355,-99.777297895738
16_H3N_BrF_dim_Bauza30,-2730.5981114605,-2730.6889303611,-2729.2750779186,-2730.7326009595,-2730.73769643,-2730.5774334326,-2730.6270685454,-2730.6415788979,-2730.9879027151,-2730.1923837486,-2731.9487438033,-2730.5936398389,-2730.5312238216,-2730.4493098607,-2730.3582786526,-2729.67225652196
16_H3N_BrF_monA_Bauza30,-56.6016860522,-56.5939081453,-56.5508780432,-56.5628691131,-56.54241661,-56.5769434318,-56.5582247524,-56.5738669071,-56.5441521149,-56.5203757726,-56.652240477,-56.5722312947,-56.5453844111,-56.5561348353,-56.5670039713,-56.495929691616
16_H3N_BrF_monB_Bauza30,-2673.9696441341,-2674.0690023161,-2672.6986607929,-2674.1432932808,-2674.16899293,-2673.9732233453,-2674.0432472584,-2674.0438345404,-2674.4171861537,-2673.6421284981,-2675.2690860571,-2673.995611045,-2673.9554564514,-2673.8672811122,-2673.7651259212,-2673.14966702937
16_HF-A_dim_CT20,-454.8624735421,-454.7676450194,-454.5736746227,-454.6586430225,-454.63152064,-454.7099497047,-454.6048129183,-454.5916841552,-454.5616839947,-454.3284377977,-455.2364296638,-454.5917210667,-454.500896159,-454.6544715456,-454.612312918,-454.193005987156
16_HF-A_monA_CT20,-354.342015281,-354.2646373132,-354.115551283,-354.1801411922,-354.15994982,-354.2205697992,-354.1405204435,-354.126786045,-354.1057813264,-353.9242942188,-354.6338068069,-354.1279565954,-354.0576782711,-354.1832866907,-354.1477007071,-353.81311915936
16_HF-A_monB_CT20,-100.5169581722,-100.5002691242,-100.4563518839,-100.4751087274,-100.46866974,-100.4867356563,-100.4615489385,-100.4621112747,-100.45309048,-100.4008949093,-100.5999795378,-100.4614289925,-100.4400441496,-100.4679403284,-100.4612025559,-100.376413778077
16_Isomer6_FmH2O10,-865.0523755406,-864.8747098929,-864.397905294,-864.595197289,-864.47390823,-864.7292507581,-864.4969556784,-864.551477899,-864.3633467558,-863.9214142051,-865.7438662729,-864.5201900345,-864.2756505355,-864.530819799,-864.528318075,-863.662587182797
16_Isomer6_Styrene45,-309.8298379995,-309.7440597969,-309.5274643949,-309.5579074729,-309.43805757,-309.7128213707,-309.6075104832,-309.6806001257,-309.5161109352,-309.3637936226,-310.1506702278,-309.6555945804,-309.5194178815,-309.6044398067,-309.6504289002,-309.157418939496
16_Isomer6_mon10_FmH2O10,-76.4864819599,-76.47257421,-76.4285255061,-76.4443230816,-76.43314356,-76.4562363748,-76.4355167617,-76.4416773499,-76.4238082559,-76.3857953257,-76.5492352512,-76.4403339682,-76.4157824327,-76.4388102826,-76.4396284787,-76.361879970322
16_Isomer6_mon11_FmH2O10,-99.919247528,-99.9055470738,-99.8577340576,-99.882421433,-99.8709877,-99.8873373323,-99.8604685521,-99.863056172,-99.8521859633,-99.8004578317,-100.0005517353,-99.8584731855,-99.8366287199,-99.873722423,-99.8631939351,-99.777297895738
16_Isomer6_mon1_FmH2O10,-76.4865556765,-76.4726813882,-76.4286474725,-76.4444491119,-76.43324357,-76.4563584573,-76.435629154,-76.4418112361,-76.423944839,-76.3858884932,-76.5493366723,-76.4404219188,-76.4158787019,-76.4389063165,-76.4397315204,-76.361957237607
16_Isomer6_mon2_FmH2O10,-76.4847431845,-76.4710678993,-76.4268830266,-76.4428136108,-76.43162086,-76.4546419477,-76.4339118553,-76.4400835825,-76.4223463883,-76.3841243808,-76.5475416895,-76.4385246178,-76.4139545087,-76.4371973733,-76.4380330517,-76.360212502665
16_Isomer6_mon3_FmH2O10,-76.4857773187,-76.4719551395,-76.4277771374,-76.4436548871,-76.43256291,-76.4555024257,-76.4348159757,-76.4409129311,-76.4231712738,-76.3850907307,-76.5484767367,-76.4395404695,-76.4149392412999,-76.4381404072,-76.4389638299,-76.361224187372
16_Isomer6_mon4_FmH2O10,-76.4861409719,-76.4722840967,-76.4281692903,-76.4440099736,-76.43287435,-76.4558862053,-76.4351829667,-76.4413128384,-76.4235142596,-76.3854574851,-76.5488696321,-76.4399482299,-76.4153708071,-76.4384914416,-76.439313847,-76.361565470532
16_Isomer6_mon5_FmH2O10,-76.4858225811,-76.4720122355,-76.427846692,-76.4437226099,-76.43261299,-76.455574862,-76.4348819865,-76.4409936574,-76.4232411389,-76.385145125,-76.5485378481,-76.4395967995,-76.4150019916,-76.4381944678,-76.4390206163,-76.361268957856
16_Isomer6_mon6_FmH2O10,-76.4863308821,-76.4723420467,-76.4282932811,-76.4440670804,-76.43291688,-76.4560038273,-76.4352954821,-76.441424454,-76.4235287592,-76.3856091704,-76.5490459895,-76.4401737608,-76.4156193141,-76.4386112504,-76.4394135741,-76.361711060449
16_Isomer6_mon7_FmH2O10,-76.486348964,-76.4723203076,-76.4282950812,-76.4440474664,-76.4328889,-76.4560034833,-76.4352921001,-76.4414224257,-76.423496379,-76.3856171191,-76.5490637529,-76.440205548,-76.4156598964,-76.4386091412,-76.4394050889,-76.361714463621
16_Isomer6_mon8_FmH2O10,-76.4866390804,-76.4726757652,-76.4286830712,-76.4444413472,-76.43322064,-76.456387525,-76.4356524345,-76.4418376985,-76.4239009101,-76.3859444224,-76.5494120122,-76.4405294187,-76.4160029888,-76.4389409752,-76.4397516968,-76.362010325712
16_Isomer6_mon9_FmH2O10,-76.4848542893,-76.4711571084,-76.426846626,-76.4428186413,-76.43178798,-76.4545969379,-76.4339331295,-76.4399875967,-76.4223699433,-76.3841849621,-76.5475244218,-76.4385327738,-76.4138893329,-76.4372752626,-76.4381079335,-76.360357564086
16_MeNHrad_HNBrBDE18,-95.254210043,-95.2433605742,-95.1700160038,-95.1883543499,-95.14711171,-95.2174212086,-95.1858280869,-95.2080963144,-95.1594945901,-95.1208423916,-95.3490040319,-95.2093956428,-95.1699783671,-95.1825760562,-95.2025159163,-95.067671850406
16_NCH_PhBr_XB51,-2899.4367441259,-2899.4569856852,-2897.9069565197,-2899.3684746281,-2899.28811757,-2899.348388357,-2899.335499286,-2899.4012108992,-2899.61434357,-2898.7247094483,-2900.9740715936,-2899.3177850611,-2899.1649105208,-2899.1499024366,-2899.0835690312,-2898.07099183149
16_NH2_TA13,-55.917505731,-55.911304684,-55.869636932,-55.8821649537,-55.86207785,-55.8940357179,-55.8766935242,-55.8865199171,-55.8621678562,-55.8408012191,-55.9687943794,-55.8879159258,-55.8701308429,-55.8782313084,-55.8846314553,-55.815054215801
16_Product3_EIE22,-286.8223174805,-286.7529085424,-286.5695183645,-286.6094761881,-286.52000483,-286.7114931205,-286.6235780783,-286.6693948018,-286.5489910285,-286.4086274729,-287.0931965258,-286.6535493246,-286.5426924831,-286.6275096717,-286.6538274752,-286.260350076506
16_Rxn6_TS_0cat_WCPT27,-117.845449218,-117.8389939383,-117.732491252,-117.7526125252,-117.69261039,-117.8026837582,-117.7618373998,-117.8019708888,-117.7275083067,-117.678699702,-117.9793138076,-117.796525425,-117.7415613812,-117.7481361409,-117.7820230842,-117.590842303313
